study	subject
6940	information use
6940	privacy
6940	public opinion
6940	telecommunications
6942	academic degrees
6942	academic disciplines
6942	admissions policies
6942	higher education
6942	instruction
6942	postsecondary education
6942	student financial aid
6942	tuition and fees
6942	universities
6943	administrative costs
6943	demographic characteristics
6943	education expenditures
6943	educational administration
6943	elementary schools
6943	high schools
6943	instruction
6943	junior high schools
6943	middle schools
6943	noninstructional staff
6943	public schools
6943	school attendance
6943	school districts
6943	school enrollments
6943	tax revenues
6944	colleges
6944	community colleges
6944	ethnicity
6944	gender
6944	higher education
6944	postsecondary education
6944	race
6944	school enrollments
6944	students
6944	universities
6945	acquittals
6945	assault
6945	burglary
6945	convictions (law)
6945	courts
6945	correctional facilities
6945	courts
6945	crime
6945	crime patterns
6945	crime prevention
6945	crime rates
6945	crime reporting
6945	criminal justice policy
6945	criminal justice system
6945	drug related crimes
6945	embezzlement
6945	fraud
6945	homicide
6945	international crime statistics
6945	larceny
6945	law enforcement
6945	nations
6945	offenders
6945	offenses
6945	police reports
6945	population characteristics
6945	prosecution
6945	punishment
6945	rape
6945	robbery
6945	sanctions
6945	sentencing
6945	trends
6945	United Nations
6946	candidates
6946	campaign contributions
6946	campaign expenditures
6946	campaign finance law
6946	campaign funds
6946	congressional elections (US House)
6946	congressional elections (US Senate)
6946	legislators
6946	political elites
6946	political organizations
6946	political parties
6946	United States House of Representatives
6946	United States Senate
6947	demographic characteristics
6947	educational administration
6947	elementary schools
6947	high school graduates
6947	high schools
6947	junior high schools
6947	middle schools
6947	noninstructional staff
6947	public schools
6947	school districts
6947	school dropouts
6947	school enrollments
6947	students
6947	teachers
6948	demographic characteristics
6948	marriage
6948	marriage ceremonies
6948	marriage rates
6948	remarriage
6948	spouses
6948	vital statistics
6949	alcohol abuse
6949	alcohol consumption
6949	amphetamines
6949	barbiturates
6949	cocaine
6949	demographic characteristics
6949	drug abuse
6949	drug use
6949	drugs
6949	hallucinogens
6949	health insurance
6949	health status
6949	heroin
6949	households
6949	inhalants
6949	marijuana
6949	mental health
6949	mental health services
6949	methamphetamine
6949	offenses
6949	prescriptions drugs
6949	sedatives
6949	smoking
6949	steroids
6949	stimulants
6949	substance abuse
6949	substance abuse treatment
6949	tobacco use
6949	tranquilizers
6949	youths
6950	alcohol abuse
6950	alcohol consumption
6950	amphetamines
6950	barbiturates
6950	cocaine
6950	demographic characteristics
6950	drug abuse
6950	drug use
6950	drugs
6950	hallucinogens
6950	health care
6950	health insurance
6950	heroin
6950	households
6950	inhalants
6950	marijuana
6950	mental health
6950	mental health services
6950	methamphetamine
6950	offenses
6950	patients
6950	prescriptions drugs
6950	sedatives
6950	smoking
6950	stimulants
6950	substance abuse
6950	substance abuse treatment
6950	tobacco use
6950	tranquilizers
6950	treatment
6950	youths
6951	economic conditions
6951	demographic characteristics
6951	families
6951	financial assets
6951	government programs
6951	households
6951	income
6951	income distribution
6951	labor force
6951	participation
6951	poverty programs
6951	public assistance programs
6951	unearned income
6951	unemployment
6951	wages and salaries
6951	wealth
6951	welfare services
6951	working hours
6953	census data
6953	correctional facilities (adults)
6953	corrections
6953	corrections management
6953	inmate deaths
6953	inmate populations
6953	inmate programs
6953	inmates
6953	jails
6953	prison administration
6953	prison conditions
6953	prison construction
6953	prison overcrowding
6954	commuting (travel)
6954	energy assistance
6954	energy conservation
6954	energy consumption
6954	home ownership
6954	housing
6954	housing conditions
6954	housing costs
6954	housing occupancy
6954	housing units
6954	income
6954	Metropolitan Statistical Areas
6954	municipal services
6954	neighborhood conditions
6954	property insurance
6954	property repairs
6954	property taxes
6954	property values
6954	rental housing
6954	relocation
6954	transportation
6954	utility rates
6955	firearms
6955	gun ownership
6955	handguns
6956	capital punishment
6956	commuted sentences
6956	criminal histories
6956	death row inmates
6956	demographic characteristics
6956	executions
6956	felony offenses
6956	prison inmates
6956	sentencing
6956	states (USA)
6957	academic degrees
6957	associate degrees
6957	bachelors degrees
6957	colleges
6957	community colleges
6957	doctoral degrees
6957	earned degrees
6957	ethnicity
6957	higher education
6957	masters degrees
6957	postsecondary education
6957	universities
6959	demographic characteristics
6959	marriage
6959	marriage ceremonies
6959	marriage rates
6959	remarriage
6959	spouses
6959	vital statistics
6960	adoption
6960	AIDS
6960	birth
6960	birth control
6960	birth expectations
6960	families
6960	family background
6960	family planning
6960	family size
6960	fertility
6960	marital status
6960	pregnancy
6960	reproductive history
6960	sex education
6960	womens health care
6961	adolescents
6961	academic achievement
6961	aspirations
6961	career goals
6961	cognitive functioning
6961	curriculum
6961	educational testing
6961	educational trends
6961	employment
6961	family background
6961	educational environment
6961	educational opportunities
6961	high school students
6961	home environment
6961	job history
6961	junior high school students
6961	learning
6961	parental influence
6961	school attendance
6961	school dropouts
6961	secondary education
6961	self concept
6961	socioeconomic status
6961	student participation
6961	teacher student relationship
6961	teachers
6961	test scores
6961	wages and salaries
6961	young adults
6962	attitudes
6962	employment
6962	job descriptions
6962	job history
6962	job satisfaction
6962	life satisfaction
6962	national identity
6962	national interests
6962	public opinion
6962	retirement income
6962	retirement planning
6962	social networks
6962	work
6962	work attitudes
6962	work experience
6962	working hours
6964	attitudes
6964	economic development
6964	environmental attitudes
6964	environmental degradation
6964	environmental planning
6964	environmental protection
6964	life satisfaction
6964	national identity
6964	national interests
6964	overpopulation
6964	poverty
6964	public opinion
6964	renewable resources
6964	social inequality
6964	social networks
6966	attitudes
6966	arts funding
6966	arts participation
6966	entertainment
6966	leisure
6966	life satisfaction
6966	museums
6966	national identity
6966	national interests
6966	public opinion
6966	recreation
6966	social networks
6966	television viewing
6967	attitudes
6967	crosscultural perceptions
6967	ethnic groups
6967	foreign workers
6967	immigrants
6967	immigration policy
6967	life satisfaction
6967	national identity
6967	national interests
6967	public opinion
6967	social distance
6967	social networks
6968	age discrimination
6968	ambition
6968	attitudes
6968	discrimination
6968	employment discrimination
6968	gender roles
6968	life satisfaction
6968	national identity
6968	national interests
6968	public opinion
6968	sex discrimination
6968	social classes
6968	social inequality
6968	social networks
6968	success
6969	activities of daily living
6969	aging
6969	alcohol consumption
6969	attitudes
6969	everyday life
6969	health problems
6969	health services utilization
6969	life satisfaction
6969	lifestyles
6969	living arrangements
6969	national identity
6969	national interests
6969	older adults
6969	physical fitness
6969	public opinion
6969	retirement
6969	sexual behavior
6969	smoking
6969	social networks
6973	aging
6973	attitudes
6973	employment
6973	families
6973	household composition
6973	household income
6973	life plans
6973	life satisfaction
6973	national identity
6973	national interests
6973	older adults
6973	personal finances
6973	public opinion
6973	retirement income
6973	retirement planning
6973	savings
6973	social networks
6974	attitudes
6974	European Union
6974	foreign affairs
6974	foreign languages
6974	life satisfaction
6974	national identity
6974	national interests
6974	public opinion
6974	social networks
6974	travel
6974	worldview
6977	attitudes
6977	health
6977	health attitudes
6977	health behavior
6977	health insurance
6977	health services utilization
6977	health status
6977	insurance coverage
6977	life satisfaction
6977	lifestyles
6977	national identity
6977	national interests
6977	public opinion
6977	social networks
6978	attitudes
6978	Catholic Church
6978	ethics
6978	judgement
6978	life satisfaction
6978	morality
6978	national identity
6978	national interests
6978	public opinion
6978	religion
6978	religious behavior
6978	religious beliefs
6978	religious doctrines
6978	social networks
6978	values
6979	attitudes
6979	European Union
6979	foreign affairs
6979	foreign languages
6979	life satisfaction
6979	national identity
6979	national interests
6979	public opinion
6979	social networks
6979	travel
6979	worldview
6980	attitudes
6980	bureaucracy
6980	consumer attitudes
6980	government agencies
6980	government services
6980	life satisfaction
6980	national identity
6980	national interests
6980	public opinion
6980	public sector
6980	satisfaction
6980	service providers
6980	social networks
6981	attitudes
6981	education
6981	images
6981	interpersonal relations
6981	leisure
6981	life satisfaction
6981	national identity
6981	national interests
6981	perceptions
6981	public opinion
6981	skills
6981	social attitudes
6981	social behavior
6981	social networks
6981	values
6982	attitudes
6982	economic conditions
6982	economic policy
6982	government
6982	labor policy
6982	life satisfaction
6982	national economy
6982	national identity
6982	national interests
6982	personal finances
6982	political participation
6982	public opinion
6982	social networks
6982	voting behavior
6983	demographic characteristics
6983	health care facilities
6983	hospitalization
6983	hospitals
6983	illness
6983	medical care
6983	medical evaluation
6983	medical procedures
6983	medical records
6983	patients
6983	payment methods
6983	treatment
6984	census data
6984	colleges
6984	community colleges
6984	demographic characteristics
6984	education
6984	educational background
6984	employment
6984	higher education
6984	Hispanic or Latino origins
6984	households
6984	labor force
6984	population characteristics
6984	population estimates
6984	private schools
6984	public schools
6984	school enrollments
6984	unemployment
6985	activities of daily living
6985	aging
6985	gender
6985	health services utilization
6985	health status
6985	mental health
6985	mortality rates
6985	older adults
6985	quality of life
6986	alcohol abuse
6986	criminal histories
6986	drug abuse
6986	offenders
6986	parole
6986	prison inmates
6986	probation
6986	program evaluation
6986	shock incarceration programs
6987	case processing
6987	court cases
6987	disposition (legal)
6987	judicial decisions
6987	judicial review
6987	legal history
6987	Supreme Court decisions
6987	Supreme Court justices
6987	twentieth century
6987	United States Supreme Court
6989	abortion
6989	candidates
6989	capital punishment
6989	Clinton, Bill
6989	congressional elections
6989	election forecasting
6989	environmental policy
6989	exit polls
6989	federal budget
6989	Gingrich, Newt
6989	gubernatorial elections
6989	immigration
6989	Medicare
6989	national elections
6989	political affiliation
6989	presidential elections
6989	referendum
6989	taxes
6989	voter preferences
6989	voter turnout
6989	voters
6989	voting behavior
6989	voting precincts
6989	Whitewater inquiry
6996	political change
6996	political protest
6996	political reform
6996	political systems
6997	federal budget
6997	geographic distribution
6997	government programs
6997	government expenditures
6997	government spending
6998	administrative costs
6998	assisted living
6998	assisted living facilities
6998	health care costs
6998	health care facilities
6998	health services utilization
6998	health status
6998	institutional care
6998	labor costs
6998	long term care
6998	mortality rates
6998	nursing homes
6998	older adults
6998	patient care
6998	personnel
6999	crime
6999	police citizen interactions
6999	police officers
6999	police use of force
6999	public opinion
6999	victimization
7001	attitudes
7001	congressional committees
7001	congressional voting
7001	government elites
7001	leadership
7001	legislative bodies
7001	legislative process
7001	legislators
7001	political representation
7001	United States Congress
7001	voting attitudes and behavior
7002	African Americans
7002	anti-Semitism
7002	Black militancy
7002	cities
7002	civil rights
7002	discrimination
7002	minorities
7002	minority affairs
7002	political attitudes
7002	prejudice
7002	protest demonstrations
7002	racial attitudes
7002	racial tensions
7002	riots
7002	social status
7003	Arab Israeli relations
7003	democracy
7003	economic conditions
7003	Israeli Knesset
7003	Middle East
7003	national defense
7003	national elections
7003	national security
7003	peace
7003	political participation
7003	political parties
7003	voter attitudes
7003	voting behavior
7004	candidates
7004	Conservative Party
7004	crime
7004	education
7004	elections
7004	employment
7004	European Economic Community
7004	foreign policy
7004	government performance
7004	Heath, Edward
7004	immigration
7004	inflation
7004	Labor Party
7004	Liberal Party
7004	party membership
7004	political change
7004	political issues
7004	political leaders
7004	political participation
7004	political parties
7004	political perceptions
7004	politics
7004	voter attitudes
7004	voters
7004	voting behavior
7004	Wilson, Harold
7006	cities
7006	communities
7006	community decision making
7006	community development
7006	community elites
7006	leadership
7006	political attitudes
7006	political perceptions
7006	urban areas
7009	economic conditions
7009	elections
7009	national elections
7009	party membership
7009	political affiliation
7009	political campaigns
7009	political leaders
7009	political parties
7009	political participation
7009	public opinion
7009	Trudeau, Pierre
7009	voter attitudes
7009	voters
7009	voting behavior
7010	candidates
7010	congressional elections
7010	cultural attitudes
7010	domestic policy
7010	economic conditions
7010	foreign policy
7010	government performance
7010	income tax
7010	information sources
7010	national elections
7010	Nixon Administration (1969-1974)
7010	political affiliation
7010	political campaigns
7010	political efficacy
7010	political participation
7010	presidential elections
7010	public approval
7010	public opinion
7010	quality of life
7010	racial attitudes
7010	special interest groups
7010	trust in government
7010	voter expectations
7010	voter history
7010	voting behavior
7010	womens movement
7010	womens rights
7011	college activities
7011	colleges
7011	college trustees
7011	educational elites
7011	educational policy
7011	higher education
7011	social attitudes
7011	United States
7011	universities
7012	governmental elites
7012	legislation
7012	legislative issues
7012	legislators
7012	policy making
7012	political conflict
7012	public policy
7012	state legislatures
7012	state politics
7012	United States
7013	companies
7013	industry
7013	management
7013	morale
7013	organizational behavior
7013	organizational structure
7013	technology
7013	United States
7013	work attitudes
7013	work environment
7013	workers
7014	attitudes
7014	foreign affairs
7014	political attitudes
7014	political participation
7014	political parties
7014	public opinion
7015	communities
7015	government performance
7015	local politics
7015	political attitudes
7015	political participation
7015	political parties
7015	public opinion
7016	campaign strategies
7016	candidates
7016	constituencies
7016	elections
7016	Great Britain
7016	members of Parliament
7016	parliamentary elections
7016	political attitudes
7016	political campaigns
7016	political issues
7016	political perceptions
7016	political representation
7017	attitudes
7017	citizen attitudes
7017	expectations
7017	government agencies
7017	government officials
7017	government performance
7017	government services
7017	public officials
7017	urban areas
7019	civil rights
7019	communities
7019	community participation
7019	government performance
7019	politcal affiliations
7019	political activism
7019	political attitudes
7019	political issues
7019	political participation
7019	United States
7019	urban areas
7021	foreign policy
7021	homosexuality
7021	international relations
7021	party membership
7021	political attitudes
7021	political behavior
7021	political participation
7021	political parties
7021	political partisanship
7021	sexual attitudes
7023	expectations
7023	fear
7023	living conditions
7023	national identity
7023	nationalism
7023	opinions
7023	perceptions
7023	political attitudes
7023	public confidence
7023	quality of life
7023	social attitudes
7023	standard of living
7033	attitudes
7033	civil disobedience
7033	education
7033	instruction
7033	instructional materials
7033	social protest
7033	United States
7034	communities
7034	community participation
7034	employment
7034	farm workers
7034	housing
7034	Mexican Americans
7034	migrant workers
7034	migration
7034	political attitudes
7034	social adjustments
7034	voting behavior
7036	households
7036	immigrants
7036	immigration
7036	income
7036	leisure behavior
7036	native language
7036	occupational change
7036	occupational mobility
7036	occupations
7036	social attitudes
7036	social mobility
7036	social stratification
7037	government performance
7037	political apathy
7037	political attitudes
7037	political participation
7037	political parties
7037	political representation
7037	voter attitudes
7037	voter interest
7037	voting patterns
7038	candidates
7038	corruption
7038	economic change
7038	election returns
7038	elections
7038	national elections
7038	voter attitudes
7039	elections
7039	party membership
7039	political affiliations
7039	political parties
7039	voter history
7039	voter interest
7039	voters
7039	voting attitudes
7039	voting behavior
7039	voting patterns
7040	academic degrees
7040	college students
7040	occupational status
7040	occupations
7040	political attitudes
7040	social networks
7040	social stratification
7040	student government
7040	study habits
7040	universities
7041	Alliance for Progress
7041	attitudes
7041	college students
7041	education
7041	family life
7041	foreign affairs
7041	images
7041	knowledge (awareness)
7041	labor movement
7041	morality
7041	national identity
7041	nationalism
7041	occupational status
7041	perceptions
7041	political participation
7041	racial attitudes
7041	social class
7041	social stratification
7041	standard of living
7041	students
7041	universities
7041	worldviews
7042	ambition
7042	aspirations
7042	career goals
7042	corruption
7042	family relations
7042	income
7042	job history
7042	job satisfaction
7042	job tenure
7042	occupations
7042	urban areas
7042	work
7043	community participation
7043	families
7043	household composition
7043	housing
7043	income
7043	job security
7043	jobs
7043	occupational mobility
7043	occupations
7043	party membership
7043	political affiliation
7043	slums
7043	social stratification
7043	urban areas
7043	work
7044	academic degrees
7044	agrarian reform
7044	career expectations
7044	college activities
7044	college faculty
7044	college students
7044	developing nations
7044	education
7044	families
7044	goals
7044	higher education
7044	Latin American Free Trade Association
7044	life plans
7044	moral responsibility
7044	national politics
7044	occupations
7044	political activism
7044	political participation
7044	political parties
7044	politics
7044	secondary education
7044	students
7044	universities
7044	values
7045	career goals
7045	education
7045	law school students
7045	law schools
7045	motivation
7045	occupations
7045	political participation
7045	students
7047	elections
7047	living conditions
7047	news media
7047	party membership
7047	political affiliation
7047	political attitudes
7047	presidential elections
7047	social stratification
7047	voter attitudes
7047	voter history
7047	voter interest
7047	voting behavior
7048	Alliance for Progress
7048	arms race
7048	birth control
7048	Castro, Fidel
7048	Cold War
7048	communism
7048	Cuban Revolution
7048	disarmament
7048	domestic affairs
7048	foreign affairs
7048	foreign policy
7048	international relations
7048	political elites
7048	political participation
7048	political parties
7048	population
7048	population growth
7048	racial attitudes
7048	standard of living
7048	United Nations
7049	agrarian reform
7049	agriculture
7049	economic development
7049	industrial growth
7049	industry
7049	land distribution
7049	social change
7049	urban areas
7050	candidates
7050	election results
7050	elections
7050	political affiliation
7050	political behavior
7050	political campaigns
7050	political parties
7050	presidential elections
7050	social problems
7050	voter attitudes
7050	voter history
7051	employment
7051	job history
7051	job satisfaction
7051	job security
7051	occupational mobility
7051	occupational status
7051	occupations
7051	social attitudes
7051	social mobility
7051	social stratification
7051	work
7052	labor unions
7052	management
7052	occupations
7052	organizational behavior
7052	personnel management
7052	workers
7053	Alliance for Progress
7053	capitalism
7053	college students
7053	communism
7053	Cuban Revolution
7053	economic development
7053	foreign affairs
7053	foreign aid
7053	foreign investment
7053	mass media
7053	Organization of American States
7053	socialism
7053	students
7054	adults
7054	aspirations
7054	attitudes
7054	education
7054	educational system
7054	goals
7054	job satisfaction
7054	occupational status
7054	occupations
7054	opinions
7054	students
7054	teachers
7054	work
7054	work attitudes
7055	alienation
7055	Catholic Church
7055	political violence
7055	refugees
7055	trust in government
7055	violence
7056	academic degrees
7056	agrarian reform
7056	career expectations
7056	college activities
7056	college faculty
7056	college students
7056	developing nations
7056	education
7056	families
7056	foreign affairs
7056	goals
7056	higher education
7056	international relations
7056	Latin American Free Trade Association
7056	life plans
7056	moral responsibility
7056	national politics
7056	occupations
7056	political activism
7056	political participation
7056	political parties
7056	politics
7056	secondary education
7056	students
7056	universities
7056	values
7057	attitudes
7057	expectations
7057	life satisfaction
7057	quality of life
7057	social change
7058	ambition
7058	aspirations
7058	career goals
7058	careers
7058	expectations
7058	family relations
7058	income
7058	job history
7058	job satisfaction
7058	job tenure
7058	occupational mobility
7058	occupations
7058	rural areas
7058	urban areas
7058	work
7058	work attitudes
7059	academic degrees
7059	agrarian reform
7059	career expectations
7059	college activities
7059	college faculty
7059	college students
7059	education
7059	families
7059	foreign affairs
7059	higher education
7059	international relations
7059	Latin American Free Trade Association
7059	life plans
7059	moral responsibility
7059	national politics
7059	occupations
7059	political activism
7059	political participation
7059	political parties
7059	secondary education
7059	students
7059	universities
7060	academic degrees
7060	agrarian reform
7060	career expectations
7060	college activities
7060	college faculty
7060	college students
7060	developing nations
7060	education
7060	families
7060	foreign affairs
7060	goals
7060	higher education
7060	international relations
7060	Latin American Free Trade Association
7060	life plans
7060	moral responsibility
7060	national politics
7060	occupations
7060	political activism
7060	political participation
7060	political parties
7060	politics
7060	secondary education
7060	students
7060	universities
7060	values
7061	academic degrees
7061	agrarian reform
7061	career expectations
7061	college activities
7061	college faculty
7061	college students
7061	developing nations
7061	education
7061	families
7061	foreign affairs
7061	goals
7061	higher education
7061	international relations
7061	Latin American Free Trade Association
7061	life plans
7061	moral responsibility
7061	national politics
7061	occupations
7061	Paraguay
7061	political activism
7061	political participation
7061	political parties
7061	politics
7061	secondary education
7061	students
7061	universities
7061	values
7062	birth control
7062	children
7062	families
7062	family planning
7062	family size
7062	husbands
7062	marital relations
7062	population
7062	rural areas
7062	sexual attitudes
7062	wives
7063	academic degrees
7063	agrarian reform
7063	career expectations
7063	college activities
7063	college faculty
7063	college students
7063	education
7063	families
7063	foreign affairs
7063	goals
7063	higher education
7063	international relations
7063	Latin American Free Trade Association
7063	life plans
7063	moral responsibility
7063	national politics
7063	occupations
7063	political activism
7063	political participation
7063	political parties
7063	politics
7063	secondary education
7063	students
7063	universities
7063	values
7064	academic degrees
7064	agrarian reform
7064	career expectations
7064	college activities
7064	college faculty
7064	college students
7064	developing nations
7064	education
7064	families
7064	foreign affairs
7064	goals
7064	higher education
7064	international relations
7064	Latin American Free Trade Association
7064	life plans
7064	moral responsibility
7064	national politics
7064	occupations
7064	political activism
7064	political participation
7064	political parties
7064	politics
7064	secondary education
7064	South America
7064	students
7064	universities
7064	values
7065	adultery
7065	Catholicism
7065	education
7065	males
7065	marriage
7065	premarital sex
7065	religion
7065	religious attitudes
7065	religious behavior
7065	religious education
7065	religious knowledge
7065	sexual attitudes
7065	sexual awareness
7065	sexual behavior
7065	students
7066	college students
7066	Knowledge (awareness)
7066	national prestige
7066	students
7067	attitudes
7067	communities
7067	community leaders
7067	community organizations
7067	community participation
7067	foreign affairs
7067	Ikeda, Hayato
7067	local politics
7067	nationalism
7067	perceptions
7067	political efficacy
7067	political participation
7067	politics
7067	voting behavior
7067	Japan
7068	citizen attitudes
7068	Communist Party
7068	diplomacy
7068	government reform
7068	international relations
7068	national prestige
7068	political attitudes
7068	political ideologies
7068	political participation
7068	political parties
7068	political partisanship
7068	public opinion
7068	voter attitudes
7068	voter interest
7068	Japan
7068	Tokyo
7069	capitalism
7069	citizen attitudes
7069	communism
7069	cultural traditions
7069	diplomacy
7069	domestic policy
7069	labor strikes
7069	political attitudes
7069	political ideologies
7069	political participation
7069	political parties
7069	political violence
7069	public opinion
7069	repression
7069	socialism
7069	voter attitudes
7069	voter interest
7069	voting patterns
7069	Japan
7069	Tokyo
7070	citizen attitudes
7070	Communist Party
7070	Democratic Socialist Party
7070	evaluation
7070	Liberal Democratic Party
7070	political attitudes
7070	political ideologies
7070	political parties
7070	public opinion
7070	Socialist Party
7070	voter attitudes
7070	voter expectations
7070	Japan
7070	Tokyo
7071	armed forces
7071	constitutional change
7071	foreign policy
7071	international relations
7071	military bases
7071	military strength
7071	national defense
7071	national security
7071	political attitudes
7071	political behavior
7071	political efficacy
7071	political participation
7071	voting behavior
7071	Izumo
7071	Japan
7071	Osaka
7072	candidates
7072	conservatism
7072	elections
7072	party loyalty
7072	political attitudes
7072	political awareness
7072	political campaigns
7072	political efficacy
7072	political interest
7072	political participation
7072	political parties
7072	voting behavior
7072	Japan
7072	Kyoto
7072	Uji
7073	candidates
7073	elections
7073	local elections
7073	local politics
7073	mass media
7073	political awareness
7073	political campaigns
7073	political corruption
7073	politics
7073	voter history
7073	voting behavior
7074	constitutional amendments
7074	constitutional change
7074	constitutions
7074	government
7074	legislative bodies
7074	national defense
7074	national security
7074	public opinion
7074	Japan
7075	constitutional amendments
7075	constitutional change
7075	constitutions
7075	government
7075	legislative bodies
7075	national defense
7075	national security
7075	public opinion
7076	cultural identity
7076	cultural perceptions
7076	racial attitudes
7076	social change
7077	career expectations
7077	career goals
7077	career history
7077	education
7077	educational elites
7077	governmental elites
7077	job satisfaction
7077	management
7077	occupational mobility
7077	organizational behavior
7078	attitudes
7078	career goals
7078	college faculty
7078	colleges
7078	education
7078	educational elites
7078	educational policy
7078	higher education
7078	opinions
7078	political issues
7078	social problems
7078	universities
7078	United States
7079	academic degrees
7079	attitudes
7079	career goals
7079	college degrees
7079	college students
7079	education
7079	educational policy
7079	higher education
7079	opinions
7079	political issues
7079	student attitudes
7079	students
7079	universities
7079	United States
7080	organizational behavior
7080	organizational hierarchy
7080	organizational structure
7080	organizations
7080	teaching hospitals
7081	government agencies
7081	local government
7081	management
7081	organizational behavior
7081	organizational structure
7081	organizations
7081	personnel management
7081	personnel policy
7081	state government
7081	United States
7082	civil service
7082	employment services
7082	government agencies
7082	management
7082	occupational categories
7082	organizational behavior
7082	organizational structure
7082	organizations
7082	personnel policy
7082	unemployment insurance
7082	United States
7083	department stores
7083	management
7083	occupations
7083	organizational behavior
7083	organizational structure
7083	personnel management
7083	retail industry
7083	retail trade
7083	United States
7084	biographical data
7084	career history
7084	judges
7084	judicial decisions
7084	memberships
7084	political affiliation
7084	state supreme courts
7084	United States Supreme Court
7084	United States
7090	attitudes
7090	communities
7090	economic conditions
7090	political attitudes
7090	political parties
7090	public opinion
7091	attitudes
7091	communities
7091	economic conditions
7091	political attitudes
7091	political parties
7091	public opinion
7092	alienation
7092	communities
7092	community decision making
7092	community leaders
7092	community organizations
7092	community participation
7092	community problems
7092	elections
7092	interpersonal communication
7092	local politics
7092	party membership
7092	political activism
7092	political awareness
7092	political interest
7092	public officials
7092	schools
7092	social networks
7094	college students
7094	conservatism
7094	ideologies
7094	liberalism
7094	political attitudes
7094	political ideologies
7094	social values
7094	students
7094	universities
7094	worldview
7095	alienation
7095	career goals
7095	job history
7095	males
7095	political attitudes
7095	public opinion
7095	prejudice
7095	social mobility
7095	work attitudes
7095	Switzerland
7098	domestic policy
7098	election returns
7098	elections
7098	national elections
7098	party membership
7098	political issues
7098	political participation
7098	political parties
7098	politicians
7098	voter attitudes
7098	voter expectations
7098	voter history
7098	voter interest
7098	voter turnout
7098	voting behavior
7099	Christian Democrats
7099	economic policy
7099	education policy
7099	elections
7099	foreign relations
7099	German reunification
7099	national elections
7099	political issues
7099	political parties
7099	political partisanship
7099	Social Democrats
7099	voter expectations
7099	voter history
7099	voting behavior
7100	Christian Democrats
7100	economic conditions
7100	economic policy
7100	elections
7100	expectations
7100	national economy
7100	national elections
7100	political attitudes
7100	political issues
7100	political parties
7100	political partisanship
7100	politicians
7100	public confidence
7100	Social Democrats
7100	voter expectations
7100	voter history
7100	voting behavior
7101	campaign finance
7101	campaign funds
7101	Christian Democrats
7101	economic conditions
7101	elections
7101	expectations
7101	national economy
7101	national elections
7101	political parties
7101	politicians
7101	Social Democrats
7101	voter history
7101	voting behavior
7102	attitudes
7102	campaign funds
7102	candidates
7102	economic conditions
7102	elections
7102	national economy
7102	party membership
7102	political affiliation
7102	political campaigns
7102	political interest
7102	political issues
7102	political participation
7102	political parties
7102	public confidence
7102	public opinion
7102	voter attitudes
7102	voting behavior
7103	Brandt, Willy
7103	candidates
7103	Christian Democrats
7103	economic polity
7103	elections
7103	Erhard, Ludwig
7103	foreign relations
7103	German reunification
7103	mass media
7103	national elections
7103	political elites
7103	political parties
7103	Social Democrats
7103	voter history
7103	voter interest
7103	voting attitudes
7103	voting behavior
7104	attitudes
7104	elections
7104	family life
7104	interpersonal communication
7104	job history
7104	job satisfaction
7104	job security
7104	opinions
7104	party membership
7104	political awareness
7104	political participation
7104	social contact
7104	social networks
7104	voter attitudes
7104	work attitudes
7105	elections
7105	information sources
7105	mass media
7105	national elections
7105	political campaigns
7105	political elites
7105	political interest
7105	political participation
7105	political parties
7105	voter attitudes
7105	voting behavior
7107	cities
7107	congressional districts
7107	counties
7107	information sources
7107	interpersonal communication
7107	local politics
7107	party delegates
7107	party leaders
7107	party membership
7107	political affiliation
7107	political attitudes
7107	political awareness
7107	political behavior
7107	political campaigns
7107	political elites
7107	political leaders
7107	political participation
7107	political parties
7107	social networks
7107	voting precincts
7108	attitudes
7108	candidates
7108	economic conditions
7108	election campaigns
7108	elections
7108	political attitudes
7108	political interest
7108	political participation
7108	political parties
7108	public confidence
7108	public opinion
7108	voter attitudes
7108	voting behavior
7110	Brandt, Willy
7110	constituencies
7110	demographic characteristics
7110	economic policy
7110	foreign policy
7110	German reunification
7110	national elections
7110	political behavior
7110	political participation
7110	political perceptions
7110	public opinion
7110	voter attitudes
7110	voting behavior
7200	campaign contributions
7200	counties
7200	elections
7200	fundraising
7200	national elections
7200	organizational behavior
7200	political attitudes
7200	political campaigns
7200	political elites
7200	political parties
7200	United States
7201	bureaucracy
7201	families
7201	police
7201	political attitudes
7201	political awareness
7201	political campaigns
7201	political efficacy
7201	political participation
7201	political partisanship
7201	schools
7201	voting behavior
7202	attitudes
7202	civil rights
7202	communism
7202	communist threat
7202	communities
7202	community elites
7202	ideologies
7202	leadership
7202	perceptions
7202	tolerance
7202	prejudice
7202	United States
7203	campaign issues
7203	communities
7203	community organizations
7203	decision making
7203	economic conditions
7203	news media
7203	organizations
7203	political attitudes
7203	political campaigns
7203	political organizations
7203	political participation
7203	public opinion
7203	social influences
7203	voting behavior
7204	campaign issues
7204	national elections
7204	news media
7204	peer influence
7204	political attitudes
7204	political participation
7204	public opinion
7204	social networks
7204	voter attitudes
7204	voting behavior
7205	communities
7205	community involvement
7205	community leaders
7205	community participation
7205	community power
7205	local politics
7205	party membership
7205	political attitudes
7205	political interest
7205	political participation
7205	voter attitudes
7205	voting behavior
7205	urban affairs
7209	aspirations
7209	legislative process
7209	motivation
7209	policy making
7209	political affiliation
